,MED2
3842,b'-9'
3843,b'-9'
3844,b'32905'
3845,b'-9'
3846,b'-9'
3847,b'-9'
3848,b'-9'
3849,b'95050'
3850,b'-9'
3851,b'02900'
3852,b'-9'
3853,b'92161'
3854,b'-9'
3855,b'03006'
3856,b'-9'
3857,b'92105'
3858,b'-9'
3859,b'-9'
3860,b'-9'
3861,b'03905'
3862,b'26255'
3863,b'13275'
3864,b'-9'
3865,b'92105'
3866,b'-9'
3867,b'00004'
3868,b'-9'
3869,b'20285'
3870,b'-9'
3871,b'28495'
3872,b'-9'
3873,b'-9'
3874,b'12046'
3875,b'12046'
3876,b'28495'
3877,b'28495'
3878,b'02203'
3879,b'89066'
3880,b'-9'
3881,b'93030'
3882,b'28495'
3883,b'08222'
3884,b'-9'
3885,b'32905'
3886,b'03410'
3887,b'28495'
3888,b'-9'
3889,b'-9'
3890,b'28495'
3891,b'-9'
3892,b'11393'
3893,b'92105'
3894,b'92161'
3895,b'04178'
3896,b'-9'
3897,b'08222'
3898,b'-9'
3899,b'93179'
3900,b'-9'
3901,b'03410'
3902,b'09175'
3903,b'-9'
3904,b'12046'
3905,b'02805'
3906,b'28495'
3907,b'-9'
3908,b'61160'
3909,b'-9'
3910,b'-9'
3911,b'32905'
3912,b'97142'
3913,b'03181'
3914,b'08222'
3915,b'19675'
3916,b'-9'
3917,b'20285'
3918,b'32905'
3919,b'19650'
3920,b'-9'
3921,b'-9'
3922,b'08222'
3923,b'18985'
3924,b'-9'
3925,b'20285'
3926,b'-9'
3927,b'12880'
3928,b'-9'
3929,b'28495'
3930,b'92105'
3931,b'99133'
3932,b'16475'
3933,b'28800'
3934,b'-9'
3935,b'33555'
3936,b'92105'
3937,b'12635'
3938,b'-9'
3939,b'-9'
3940,b'27368'
3941,b'28495'
3942,b'-9'
3943,b'12865'
3944,b'08222'
3945,b'-9'
3946,b'02805'
3947,b'16475'
3948,b'97142'
3949,b'21176'
3950,b'12046'
3951,b'93181'
3952,b'-9'
3953,b'24890'
3954,b'-9'
3955,b'-9'
3956,b'94188'
3957,b'-9'
3958,b'12585'
3959,b'02805'
3960,b'92141'
3961,b'-9'
3962,b'-9'
3963,b'-9'
3964,b'09655'
3965,b'92141'
3966,b'09655'
3967,b'26785'
3968,b'17888'
3969,b'-9'
3970,b'09655'
3971,b'-9'
3972,b'09655'
3973,b'-9'
3974,b'19070'
3975,b'-9'
3976,b'28495'
3977,b'19070'
3978,b'99133'
3979,b'-9'
3980,b'61160'
3981,b'25365'
3982,b'60115'
3983,b'14955'
3984,b'24890'
3985,b'-9'
3986,b'99133'
3987,b'30880'
3988,b'12046'
3989,b'08202'
3990,b'93090'
3991,b'-9'
3992,b'-9'
3993,b'-9'
3994,b'-9'
3995,b'15680'
3996,b'26785'
3997,b'-9'
3998,b'02805'
3999,b'-9'
4000,b'00036'
4001,b'-9'
4002,b'12046'
4003,b'-9'
4004,b'12490'
4005,b'23225'
4006,b'20285'
4007,b'15395'
4008,b'00260'
4009,b'17888'
4010,b'26785'
4011,b'-9'
4012,b'15005'
4013,b'-9'
4014,b'19208'
4015,b'-9'
4016,b'-9'
4017,b'19650'
4018,b'15395'
4019,b'15005'
4020,b'15005'
4021,b'28495'
4022,b'60800'
4023,b'19218'
4024,b'94188'
4025,b'92141'
4026,b'93220'
4027,b'-9'
4028,b'96041'
4029,b'19650'
4030,b'00260'
4031,b'-9'
4032,b'-9'
4033,b'08149'
4034,b'15575'
4035,b'28495'
4036,b'33573'
4037,b'-9'
4038,b'17888'
4039,b'26785'
4040,b'12342'
4041,b'26255'
4042,b'95133'
4043,b'92105'
4044,b'02805'
4045,b'00597'
4046,b'18640'
4047,b'95097'
4048,b'35060'
4049,b'09600'
4050,b'92161'
4051,b'12046'
4052,b'96041'
4053,b'01017'
4054,b'-9'
4055,b'61295'
4056,b'09175'
4057,b'-9'
4058,b'61080'
4059,b'-9'
4060,b'09600'
4061,b'-9'
4062,b'00004'
4063,b'-9'
4064,b'96109'
4065,b'26785'
4066,b'92161'
4067,b'-9'
4068,b'92161'
4069,b'12046'
4070,b'32905'
4071,b'95050'
4072,b'18130'
4073,b'20285'
4074,b'-9'
4075,b'17888'
4076,b'92111'
4077,b'-9'
4078,b'06985'
4079,b'19675'
4080,b'-9'
4081,b'98109'
4082,b'12046'
4083,b'-9'
4084,b'-9'
4085,b'92161'
4086,b'26785'
4087,b'-9'
4088,b'-9'
4089,b'-9'
4090,b'-9'
4091,b'01630'
4092,b'-9'
4093,b'20285'
4094,b'92105'
4095,b'61295'
4096,b'33555'
4097,b'92105'
4098,b'-9'
4099,b'95149'
4100,b'-9'
4101,b'98036'
4102,b'02900'
4103,b'12635'
4104,b'-9'
4105,b'19650'
4106,b'23228'
4107,b'92105'
4108,b'92105'
4109,b'21513'
4110,b'21513'
4111,b'92105'
4112,b'21160'
4113,b'12585'
4114,b'-9'
4115,b'07930'
4116,b'98036'
4117,b'-9'
4118,b'07412'
4119,b'02900'
4120,b'93337'
4121,b'19675'
4122,b'-9'
4123,b'24890'
4124,b'92161'
4125,b'61295'
4126,b'-9'
4127,b'99133'
4128,b'-9'
4129,b'-9'
4130,b'-9'
4131,b'16975'
4132,b'-9'
4133,b'33588'
4134,b'19650'
4135,b'-9'
4136,b'-9'
4137,b'04120'
4138,b'93214'
4139,b'-9'
4140,b'17495'
4141,b'92105'
4142,b'-9'
4143,b'-9'
4144,b'33555'
4145,b'-9'
4146,b'-9'
4147,b'95050'
4148,b'61295'
4149,b'-9'
4150,b'92105'
4151,b'42800'
4152,b'14000'
4153,b'-9'
4154,b'98036'
4155,b'-9'
4156,b'19675'
4157,b'93211'
4158,b'17165'
4159,b'12635'
4160,b'98036'
4161,b'21160'
4162,b'17165'
4163,b'20285'
4164,b'-9'
4165,b'-9'
4166,b'30880'
4167,b'-9'
4168,b'02087'
4169,b'92105'
4170,b'-9'
4171,b'95050'
4172,b'09600'
4173,b'29660'
4174,b'-9'
4175,b'09600'
4176,b'92105'
4177,b'19675'
4178,b'-9'
4179,b'32905'
4180,b'-9'
4181,b'09600'
4182,b'-9'
4183,b'19650'
4184,b'27985'
4185,b'42800'
4186,b'-9'
4187,b'92105'
4188,b'-9'
4189,b'-9'
4190,b'21160'
4191,b'09600'
4192,b'09600'
4193,b'-9'
4194,b'28800'
4195,b'05895'
4196,b'42800'
4197,b'24975'
4198,b'92105'
4199,b'97045'
4200,b'14000'
4201,b'99216'
4202,b'99999'
4203,b'-9'
4204,b'09370'
4205,b'89039'
4206,b'15395'
4207,b'-9'
4208,b'24890'
4209,b'-9'
4210,b'-9'
4211,b'-9'
4212,b'-9'
4213,b'12028'
4214,b'00260'
4215,b'-9'
4216,b'-9'
4217,b'09075'
4218,b'-9'
4219,b'28495'
4220,b'-9'
4221,b'-9'
4222,b'24890'
4223,b'89045'
4224,b'-9'
4225,b'-9'
4226,b'20290'
4227,b'00260'
4228,b'24890'
4229,b'00260'
4230,b'14930'
4231,b'-9'
4232,b'15395'
4233,b'92141'
4234,b'16007'
4235,b'89045'
4236,b'94104'
4237,b'94146'
4238,b'-9'
4239,b'-9'
4240,b'89039'
4241,b'28495'
4242,b'-9'
4243,b'-9'
4244,b'89039'
4245,b'-9'
4246,b'92141'
4247,b'-9'
4248,b'09848'
4249,b'-9'
4250,b'99139'
4251,b'-9'
4252,b'92141'
4253,b'96027'
4254,b'-9'
4255,b'09850'
4256,b'15005'
4257,b'96122'
4258,b'-9'
4259,b'89039'
4260,b'-9'
4261,b'96009'
4262,b'-9'
4263,b'04235'
4264,b'-9'
4265,b'34920'
4266,b'-9'
4267,b'-9'
4268,b'08202'
4269,b'99124'
4270,b'-9'
4271,b'-9'
4272,b'-9'
4273,b'09600'
4274,b'95013'
4275,b'02900'
4276,b'02875'
4277,b'-9'
4278,b'-9'
4279,b'-9'
4280,b'-9'
4281,b'95013'
4282,b'98036'
4283,b'29645'
4284,b'33555'
4285,b'-9'
4286,b'18130'
4287,b'61080'
4288,b'19650'
4289,b'24890'
4290,b'-9'
4291,b'-9'
4292,b'02250'
4293,b'06905'
4294,b'00597'
4295,b'23228'
4296,b'98036'
4297,b'25078'
4298,b'28800'
4299,b'-9'
4300,b'-9'
4301,b'-9'
4302,b'-9'
4303,b'92105'
4304,b'-9'
4305,b'-9'
4306,b'-9'
4307,b'02900'
4308,b'42800'
4309,b'29645'
4310,b'-9'
4311,b'00002'
4312,b'-9'
4313,b'-9'
4314,b'03905'
4315,b'92161'
4316,b'08585'
4317,b'-9'
4318,b'21550'
4319,b'28495'
4320,b'-9'
4321,b'02042'
4322,b'-9'
4323,b'-9'
4324,b'03309'
4325,b'08585'
4326,b'28800'
4327,b'61295'
4328,b'29645'
4329,b'28800'
4330,b'04178'
4331,b'-9'
4332,b'-9'
4333,b'-9'
4334,b'92161'
4335,b'30395'
4336,b'-9'
4337,b'19650'
4338,b'96041'
4339,b'20285'
4340,b'-9'
4341,b'08149'
4342,b'-9'
4343,b'24890'
4344,b'-9'
4345,b'32855'
4346,b'28495'
4347,b'61295'
4348,b'17485'
4349,b'-9'
4350,b'-9'
4351,b'03905'
4352,b'-9'
4353,b'-9'
4354,b'92105'
4355,b'23755'
4356,b'-9'
4357,b'42800'
4358,b'02127'
4359,b'18930'
4360,b'29645'
4361,b'18395'
4362,b'42800'
4363,b'42800'
4364,b'-9'
4365,b'21280'
4366,b'42800'
4367,b'92161'
4368,b'02042'
4369,b'42800'
4370,b'-9'
4371,b'-9'
4372,b'-9'
4373,b'21280'
4374,b'-9'
4375,b'92105'
4376,b'61295'
4377,b'-9'
4378,b'-9'
4379,b'-9'
4380,b'-9'
4381,b'-9'
4382,b'96041'
4383,b'-9'
4384,b'19650'
4385,b'-9'
4386,b'92105'
4387,b'-9'
4388,b'-9'
4389,b'28495'
4390,b'92105'
4391,b'-9'
4392,b'-9'
4393,b'09600'
4394,b'-9'
4395,b'97045'
4396,b'09600'
4397,b'-9'
4398,b'-9'
4399,b'-9'
4400,b'60765'
4401,b'-9'
4402,b'60765'
4403,b'99080'
4404,b'24885'
4405,b'19650'
4406,b'92161'
4407,b'92105'
4408,b'19650'
4409,b'-9'
4410,b'09600'
4411,b'-9'
4412,b'-9'
4413,b'02042'
4414,b'-9'
4415,b'06839'
4416,b'17888'
4417,b'02982'
4418,b'92105'
4419,b'12635'
4420,b'-9'
4421,b'-9'
4422,b'89039'
4423,b'-9'
4424,b'-9'
4425,b'-9'
4426,b'00645'
4427,b'14727'
4428,b'24890'
4429,b'92161'
4430,b'08067'
4431,b'92105'
4432,b'92105'
4433,b'-9'
4434,b'21280'
4435,b'35060'
4436,b'00042'
4437,b'-9'
4438,b'92161'
4439,b'-9'
4440,b'96041'
4441,b'94188'
4442,b'-9'
4443,b'92161'
4444,b'-9'
4445,b'-9'
4446,b'-9'
4447,b'08770'
4448,b'-9'
4449,b'19675'
4450,b'09175'
4451,b'28495'
4452,b'-9'
4453,b'21280'
4454,b'-9'
4455,b'92105'
4456,b'60765'
4457,b'91003'
4458,b'89039'
4459,b'03905'
4460,b'02900'
4461,b'28495'
4462,b'-9'
4463,b'16475'
4464,b'-9'
4465,b'-9'
4466,b'33580'
4467,b'92105'
4468,b'-9'
4469,b'99133'
4470,b'19675'
4471,b'92105'
4472,b'-9'
4473,b'02900'
4474,b'02982'
4475,b'19675'
4476,b'-9'
4477,b'32905'
4478,b'09600'
4479,b'-9'
4480,b'02900'
4481,b'12635'
4482,b'92105'
4483,b'19650'
4484,b'98036'
4485,b'92161'
4486,b'-9'
4487,b'-9'
4488,b'26830'
4489,b'93220'
4490,b'19675'
4491,b'12149'
4492,b'12635'
4493,b'-9'
4494,b'-9'
4495,b'-9'
4496,b'26255'
4497,b'91043'
4498,b'-9'
4499,b'-9'
4500,b'93395'
4501,b'-9'
4502,b'-9'
4503,b'32905'
4504,b'10355'
4505,b'93400'
4506,b'32905'
4507,b'60115'
4508,b'-9'
4509,b'32905'
4510,b'32905'
4511,b'-9'
4512,b'93256'
4513,b'-9'
4514,b'23228'
4515,b'89020'
4516,b'-9'
4517,b'19675'
4518,b'93395'
4519,b'12046'
4520,b'-9'
4521,b'-9'
4522,b'-9'
4523,b'-9'
4524,b'-9'
4525,b'-9'
4526,b'99133'
4527,b'-9'
4528,b'-9'
4529,b'03905'
4530,b'14955'
4531,b'99133'
4532,b'-9'
4533,b'94125'
4534,b'06125'
4535,b'-9'
4536,b'60115'
4537,b'92140'
4538,b'-9'
4539,b'-9'
4540,b'03410'
4541,b'-9'
4542,b'10061'
4543,b'14240'
4544,b'93214'
4545,b'-9'
4546,b'96022'
4547,b'93179'
4548,b'-9'
4549,b'34110'
4550,b'21185'
4551,b'-9'
4552,b'-9'
4553,b'-9'
4554,b'93151'
4555,b'02087'
4556,b'93237'
4557,b'-9'
4558,b'06374'
4559,b'42800'
4560,b'-9'
4561,b'-9'
4562,b'92161'
4563,b'89020'
4564,b'-9'
4565,b'-9'
4566,b'-9'
4567,b'-9'
4568,b'99133'
4569,b'03430'
4570,b'-9'
4571,b'-9'
4572,b'98036'
4573,b'-9'
4574,b'-9'
4575,b'19675'
4576,b'-9'
4577,b'-9'
4578,b'14955'
4579,b'22315'
4580,b'-9'
4581,b'93179'
4582,b'-9'
4583,b'41850'
4584,b'00177'
4585,b'00260'
4586,b'15395'
4587,b'32905'
4588,b'60115'
4589,b'-9'
4590,b'-9'
4591,b'-9'
4592,b'60115'
4593,b'03905'
4594,b'-9'
4595,b'-9'
4596,b'98036'
4597,b'-9'
4598,b'34725'
4599,b'24890'
4600,b'-9'
4601,b'26835'
4602,b'01630'
4603,b'15395'
4604,b'08202'
4605,b'-9'
4606,b'-9'
4607,b'-9'
4608,b'-9'
4609,b'-9'
4610,b'-9'
4611,b'18215'
4612,b'-9'
4613,b'-9'
4614,b'-9'
4615,b'42800'
4616,b'01017'
4617,b'-9'
4618,b'-9'
4619,b'08597'
4620,b'-9'
4621,b'-9'
4622,b'25365'
4623,b'-9'
4624,b'-9'
4625,b'-9'
4626,b'92141'
4627,b'-9'
4628,b'-9'
4629,b'-9'
4630,b'-9'
4631,b'16475'
4632,b'24890'
4633,b'12149'
4634,b'-9'
4635,b'-9'
4636,b'-9'
4637,b'-9'
4638,b'-9'
4639,b'-9'
4640,b'12635'
4641,b'93215'
4642,b'-9'
4643,b'-9'
4644,b'-9'
4645,b'04178'
4646,b'32905'
4647,b'-9'
4648,b'-9'
4649,b'92161'
4650,b'-9'
4651,b'-9'
4652,b'-9'
4653,b'08306'
4654,b'92105'
4655,b'96022'
4656,b'00080'
4657,b'00260'
4658,b'06138'
4659,b'-9'
4660,b'-9'
4661,b'-9'
4662,b'32905'
4663,b'89066'
4664,b'-9'
4665,b'-9'
4666,b'94188'
4667,b'-9'
4668,b'-9'
4669,b'28495'
4670,b'-9'
4671,b'-9'
4672,b'95005'
4673,b'28495'
4674,b'-9'
4675,b'21160'
4676,b'-9'
4677,b'-9'
4678,b'-9'
4679,b'92105'
4680,b'-9'
4681,b'01865'
4682,b'28495'
4683,b'92105'
4684,b'-9'
4685,b'28495'
4686,b'-9'
4687,b'-9'
4688,b'-9'
4689,b'26255'
4690,b'21185'
4691,b'-9'
4692,b'18640'
4693,b'-9'
4694,b'-9'
4695,b'08231'
4696,b'-9'
4697,b'-9'
4698,b'-9'
4699,b'19675'
4700,b'99133'
4701,b'-9'
4702,b'08770'
4703,b'-9'
4704,b'98114'
4705,b'08066'
4706,b'-9'
4707,b'-9'
4708,b'03438'
4709,b'-9'
4710,b'08770'
4711,b'-9'
4712,b'-9'
4713,b'-9'
4714,b'95111'
4715,b'-9'
4716,b'30395'
4717,b'98001'
4718,b'08222'
4719,b'61080'
4720,b'01630'
4721,b'-9'
4722,b'-9'
4723,b'61295'
4724,b'-9'
4725,b'24653'
4726,b'03905'
4727,b'98036'
4728,b'-9'
4729,b'19675'
4730,b'06839'
4731,b'12635'
4732,b'93127'
4733,b'61160'
4734,b'13553'
4735,b'60270'
4736,b'-9'
4737,b'-9'
4738,b'06125'
4739,b'-9'
4740,b'98036'
4741,b'-9'
4742,b'61160'
4743,b'-9'
4744,b'33555'
4745,b'33580'
4746,b'02805'
4747,b'12046'
4748,b'92161'
4749,b'-9'
4750,b'03410'
4751,b'92161'
4752,b'98043'
4753,b'12635'
4754,b'-9'
4755,b'-9'
4756,b'09600'
4757,b'-9'
4758,b'19675'
4759,b'-9'
4760,b'97047'
4761,b'15395'
4762,b'95133'
4763,b'-9'
4764,b'-9'
4765,b'-9'
4766,b'-9'
4767,b'-9'
4768,b'03410'
4769,b'32905'
4770,b'30395'
4771,b'05266'
4772,b'-9'
4773,b'33555'
4774,b'92105'
4775,b'03410'
4776,b'92105'
4777,b'92105'
4778,b'-9'
4779,b'93090'
4780,b'21160'
4781,b'08585'
4782,b'-9'
4783,b'17485'
4784,b'00096'
4785,b'60115'
4786,b'05789'
4787,b'-9'
4788,b'-9'
4789,b'-9'
4790,b'-9'
4791,b'15395'
4792,b'-9'
4793,b'00790'
4794,b'-9'
4795,b'17885'
4796,b'92161'
4797,b'-9'
4798,b'61160'
4799,b'-9'
4800,b'15395'
4801,b'32905'
4802,b'02405'
4803,b'-9'
4804,b'-9'
4805,b'17485'
4806,b'-9'
4807,b'00260'
4808,b'-9'
4809,b'32905'
4810,b'97020'
4811,b'17370'
4812,b'18015'
4813,b'26255'
4814,b'19218'
4815,b'28495'
4816,b'-9'
4817,b'03905'
4818,b'-9'
4819,b'99133'
4820,b'98036'
4821,b'98038'
4822,b'09600'
4823,b'92161'
4824,b'92105'
4825,b'15395'
4826,b'-9'
4827,b'92105'
4828,b'61160'
4829,b'03410'
4830,b'-9'
4831,b'-9'
4832,b'-9'
4833,b'09600'
4834,b'-9'
4835,b'96041'
4836,b'-9'
4837,b'22315'
4838,b'93143'
4839,b'-9'
4840,b'98086'
4841,b'-9'
4842,b'-9'
4843,b'-9'
4844,b'-9'
4845,b'99133'
4846,b'-9'
4847,b'15395'
4848,b'-9'
4849,b'-9'
4850,b'-9'
4851,b'-9'
4852,b'20290'
4853,b'18555'
4854,b'-9'
4855,b'03905'
4856,b'98036'
4857,b'-9'
4858,b'-9'
4859,b'-9'
4860,b'-9'
4861,b'-9'
4862,b'-9'
4863,b'-9'
4864,b'-9'
4865,b'09344'
4866,b'-9'
4867,b'-9'
4868,b'-9'
4869,b'-9'
4870,b'91043'
4871,b'92105'
4872,b'-9'
4873,b'93090'
4874,b'92105'
4875,b'-9'
4876,b'-9'
4877,b'-9'
4878,b'03905'
4879,b'-9'
4880,b'03905'
4881,b'-9'
4882,b'20290'
4883,b'-9'
4884,b'-9'
4885,b'-9'
4886,b'-9'
4887,b'24890'
4888,b'-9'
4889,b'92161'
4890,b'-9'
4891,b'-9'
4892,b'-9'
4893,b'02042'
4894,b'14840'
4895,b'-9'
4896,b'-9'
4897,b'-9'
4898,b'-9'
4899,b'-9'
4900,b'98036'
4901,b'-9'
4902,b'18125'
4903,b'-9'
4904,b'97045'
4905,b'-9'
4906,b'03905'
4907,b'06839'
4908,b'-9'
4909,b'00260'
4910,b'-9'
4911,b'-9'
4912,b'28495'
4913,b'24890'
4914,b'02805'
4915,b'18555'
4916,b'-9'
4917,b'27995'
4918,b'-9'
4919,b'-9'
4920,b'99133'
4921,b'-9'
4922,b'-9'
4923,b'-9'
4924,b'-9'
4925,b'-9'
4926,b'-9'
4927,b'-9'
4928,b'21160'
4929,b'97126'
4930,b'-9'
4931,b'-9'
4932,b'15395'
4933,b'-9'
4934,b'-9'
4935,b'02042'
4936,b'95133'
4937,b'-9'
4938,b'-9'
4939,b'20730'
4940,b'89020'
4941,b'-9'
4942,b'24885'
4943,b'-9'
4944,b'-9'
4945,b'98036'
4946,b'60115'
4947,b'-9'
4948,b'16475'
4949,b'92105'
4950,b'-9'
4951,b'-9'
4952,b'93187'
4953,b'04491'
4954,b'12585'
4955,b'30880'
4956,b'12046'
4957,b'12635'
4958,b'09600'
4959,b'-9'
4960,b'98036'
4961,b'-9'
4962,b'-9'
4963,b'-9'
4964,b'17485'
4965,b'-9'
4966,b'92161'
4967,b'-9'
4968,b'32735'
4969,b'00184'
4970,b'-9'
4971,b'-9'
4972,b'27368'
4973,b'-9'
4974,b'-9'
4975,b'-9'
4976,b'94007'
4977,b'09199'
4978,b'-9'
4979,b'92105'
4980,b'41800'
4981,b'-9'
4982,b'-9'
4983,b'96041'
4984,b'06920'
4985,b'18125'
4986,b'98036'
4987,b'02995'
4988,b'27368'
4989,b'-9'
4990,b'-9'
4991,b'-9'
4992,b'15395'
4993,b'15395'
4994,b'02982'
4995,b'28800'
4996,b'42800'
4997,b'12046'
4998,b'98036'
4999,b'-9'
5000,b'14955'
5001,b'-9'
5002,b'-9'
5003,b'92105'
5004,b'-9'
5005,b'22315'
5006,b'09600'
5007,b'-9'
5008,b'01630'
5009,b'-9'
5010,b'92105'
5011,b'92105'
5012,b'-9'
5013,b'20290'
5014,b'99139'
5015,b'-9'
5016,b'03188'
5017,b'-9'
5018,b'-9'
5019,b'18125'
5020,b'-9'
5021,b'-9'
5022,b'-9'
5023,b'23755'
5024,b'-9'
5025,b'06920'
5026,b'-9'
5027,b'-9'
5028,b'-9'
5029,b'61565'
5030,b'-9'
5031,b'-9'
5032,b'12046'
5033,b'-9'
5034,b'32905'
5035,b'-9'
5036,b'-9'
5037,b'-9'
5038,b'32905'
5039,b'28800'
5040,b'-9'
5041,b'97047'
5042,b'94188'
5043,b'-9'
5044,b'93214'
5045,b'-9'
5046,b'08585'
5047,b'19650'
5048,b'16475'
5049,b'35060'
5050,b'-9'
5051,b'61160'
5052,b'92105'
5053,b'00004'
5054,b'-9'
5055,b'26255'
5056,b'09600'
5057,b'15395'
5058,b'20285'
5059,b'28495'
5060,b'17485'
5061,b'26255'
5062,b'06839'
5063,b'-9'
5064,b'92105'
5065,b'28495'
5066,b'-9'
5067,b'12046'
5068,b'17375'
5069,b'-9'
5070,b'19675'
5071,b'22315'
5072,b'-9'
5073,b'02805'
5074,b'23755'
5075,b'92105'
5076,b'61295'
5077,b'28495'
5078,b'-9'
5079,b'61295'
5080,b'-9'
5081,b'03905'
5082,b'-9'
5083,b'05789'
5084,b'32905'
5085,b'40540'
5086,b'28495'
5087,b'-9'
5088,b'92105'
5089,b'-9'
5090,b'02900'
5091,b'02042'
5092,b'42800'
5093,b'-9'
5094,b'-9'
5095,b'-9'
5096,b'-9'
5097,b'22315'
5098,b'-9'
5099,b'23755'
5100,b'40540'
5101,b'-9'
5102,b'-9'
5103,b'28495'
5104,b'17495'
5105,b'23755'
5106,b'02995'
5107,b'03900'
5108,b'28495'
5109,b'22315'
5110,b'14240'
5111,b'92105'
5112,b'-9'
5113,b'61080'
5114,b'92105'
5115,b'98036'
5116,b'28495'
5117,b'-9'
5118,b'60115'
5119,b'15395'
5120,b'99133'
5121,b'17485'
5122,b'14240'
5123,b'17485'
5124,b'19650'
5125,b'92105'
5126,b'15395'
5127,b'61080'
5128,b'08585'
5129,b'92105'
5130,b'15395'
5131,b'23755'
5132,b'96022'
5133,b'19675'
5134,b'28495'
5135,b'-9'
5136,b'93214'
5137,b'22315'
5138,b'92105'
5139,b'97045'
5140,b'28495'
5141,b'28495'
5142,b'28495'
5143,b'40540'
5144,b'-9'
5145,b'20290'
5146,b'92105'
5147,b'12635'
5148,b'02982'
5149,b'92105'
5150,b'26255'
5151,b'09600'
5152,b'-9'
5153,b'92105'
5154,b'42425'
5155,b'99106'
5156,b'61295'
5157,b'98036'
5158,b'99133'
5159,b'-9'
5160,b'-9'
5161,b'-9'
5162,b'28495'
5163,b'28495'
5164,b'18125'
5165,b'33588'
5166,b'02250'
5167,b'-9'
5168,b'28495'
5169,b'19650'
5170,b'17495'
5171,b'97045'
5172,b'-9'
5173,b'-9'
5174,b'03410'
5175,b'20290'
5176,b'09561'
5177,b'19675'
5178,b'19675'
5179,b'-9'
5180,b'-9'
5181,b'06905'
5182,b'60765'
5183,b'-9'
5184,b'98036'
5185,b'-9'
5186,b'33555'
5187,b'00645'
5188,b'32905'
5189,b'92105'
5190,b'26835'
5191,b'28495'
5192,b'92105'
5193,b'18125'
5194,b'33780'
5195,b'28495'
5196,b'02042'
5197,b'24890'
5198,b'60765'
5199,b'92105'
5200,b'92105'
5201,b'-9'
5202,b'32905'
5203,b'28495'
5204,b'18125'
5205,b'93220'
5206,b'12046'
5207,b'98036'
5208,b'32905'
5209,b'-9'
5210,b'94188'
5211,b'17495'
5212,b'-9'
5213,b'-9'
5214,b'-9'
5215,b'12635'
5216,b'19675'
5217,b'28800'
5218,b'20285'
5219,b'60765'
5220,b'24653'
5221,b'98036'
5222,b'-9'
5223,b'16475'
5224,b'19675'
5225,b'-9'
5226,b'92105'
5227,b'01017'
5228,b'92105'
5229,b'-9'
5230,b'98036'
5231,b'28800'
5232,b'19650'
5233,b'-9'
5234,b'-9'
5235,b'08149'
5236,b'11548'
5237,b'-9'
5238,b'98036'
5239,b'91069'
5240,b'28495'
5241,b'28495'
5242,b'60775'
5243,b'60765'
5244,b'-9'
5245,b'02805'
5246,b'93220'
5247,b'93179'
5248,b'92105'
5249,b'-9'
5250,b'22315'
5251,b'33555'
5252,b'92105'
5253,b'-9'
5254,b'30395'
5255,b'-9'
5256,b'-9'
5257,b'99080'
5258,b'02042'
5259,b'35023'
5260,b'26255'
5261,b'-9'
5262,b'92105'
5263,b'-9'
5264,b'32905'
5265,b'-9'
5266,b'-9'
5267,b'03069'
5268,b'19675'
5269,b'20310'
5270,b'09370'
5271,b'19650'
5272,b'-9'
5273,b'16475'
5274,b'-9'
5275,b'20060'
5276,b'-9'
5277,b'12046'
5278,b'-9'
5279,b'92105'
5280,b'98036'
5281,b'-9'
5282,b'-9'
5283,b'-9'
5284,b'24890'
5285,b'-9'
5286,b'01055'
5287,b'98036'
5288,b'02900'
5289,b'92105'
5290,b'19675'
5291,b'-9'
5292,b'-9'
5293,b'25674'
5294,b'92105'
5295,b'95052'
5296,b'92161'
5297,b'95005'
5298,b'93224'
5299,b'32905'
5300,b'97168'
5301,b'20285'
5302,b'32905'
5303,b'-9'
5304,b'19675'
5305,b'98036'
5306,b'-9'
5307,b'92105'
5308,b'04000'
5309,b'98036'
5310,b'91043'
5311,b'25078'
5312,b'24890'
5313,b'34260'
5314,b'-9'
5315,b'-9'
5316,b'20730'
5317,b'-9'
5318,b'04011'
5319,b'18640'
5320,b'-9'
5321,b'-9'
5322,b'92141'
5323,b'00597'
5324,b'-9'
5325,b'60790'
5326,b'95052'
5327,b'18640'
5328,b'34775'
5329,b'98038'
5330,b'95050'
5331,b'-9'
5332,b'-9'
5333,b'18125'
5334,b'07251'
5335,b'20285'
5336,b'98036'
5337,b'-9'
5338,b'-9'
5339,b'61160'
5340,b'-9'
5341,b'-9'
5342,b'98036'
5343,b'19650'
5344,b'-9'
5345,b'24890'
5346,b'16475'
5347,b'12046'
5348,b'29645'
5349,b'-9'
5350,b'-9'
5351,b'-9'
5352,b'-9'
5353,b'32905'
5354,b'-9'
5355,b'23215'
5356,b'-9'
5357,b'-9'
5358,b'99123'
5359,b'99123'
5360,b'24653'
5361,b'-9'
5362,b'00047'
5363,b'15005'
5364,b'-9'
5365,b'92105'
5366,b'-9'
5367,b'-9'
5368,b'33843'
5369,b'92105'
5370,b'09585'
5371,b'32905'
5372,b'-9'
5373,b'19675'
5374,b'-9'
5375,b'-9'
5376,b'-9'
5377,b'-9'
5378,b'24890'
5379,b'02900'
5380,b'-9'
5381,b'-9'
5382,b'41800'
5383,b'-9'
5384,b'92105'
5385,b'-9'
5386,b'61160'
5387,b'-9'
5388,b'31005'
5389,b'-9'
5390,b'-9'
5391,b'09585'
5392,b'99123'
5393,b'-9'
5394,b'89076'
5395,b'92105'
5396,b'09585'
